epoch,score,lines,actions
662,17,0,70
663,19,0,75
664,14,0,55
665,16,0,64
666,20,0,79
667,15,0,55
668,18,0,67
669,14,0,60
670,17,0,74
671,18,0,74
672,14,0,45
673,21,0,83
674,15,0,54
675,13,0,46
676,14,0,57
677,16,0,65
678,17,0,64
679,20,0,86
680,17,0,72
681,12,0,44
682,14,0,54
683,15,0,54
684,19,0,74
685,20,0,80
686,19,0,65
687,19,0,84
688,17,0,72
689,18,0,66
690,13,0,55
691,10,0,37
692,19,0,74
693,12,0,37
694,14,0,63
695,13,0,38
696,15,0,67
697,18,0,71
698,19,0,77
699,19,0,75
700,14,0,43
701,23,0,84
702,16,0,61
703,18,0,64
704,18,0,70
705,16,0,64
706,15,0,54
707,14,0,57
708,19,0,80
709,16,0,75
710,19,0,81
711,23,0,96
712,18,0,66
713,11,0,39
714,19,0,80
715,15,0,69
716,12,0,52
717,15,0,52
718,14,0,46
719,12,0,45
720,15,0,46
721,21,0,83
722,16,0,50
723,19,0,69
724,23,0,96
725,15,0,45
726,16,0,58
727,16,0,59
728,17,0,70
729,15,0,65
730,19,0,79
731,25,0,101
732,17,0,71
733,15,0,56
734,24,1,58
735,16,0,61
736,15,0,55
737,17,0,61
738,16,0,64
739,14,0,56
740,16,0,55
741,16,0,49
742,13,0,42
743,15,0,77
744,15,0,54
745,17,0,64
746,16,0,60
747,16,0,54
748,18,0,66
749,19,0,73
750,15,0,65
751,13,0,53
752,17,0,77
753,16,0,67
754,20,0,76
755,23,0,83
756,14,0,58
757,18,0,76
758,13,0,54
759,13,0,57
760,16,0,70
761,12,0,46
762,14,0,45
763,19,0,79
764,20,0,76
765,17,0,63
766,18,0,82
767,19,0,68
768,15,0,66
769,21,0,96
770,17,0,80
771,23,0,83
772,20,0,73
773,18,0,76
774,25,0,107
775,23,0,97
776,17,0,69
777,16,0,66
778,14,0,64
779,19,0,70
780,16,0,58
781,18,0,75
782,21,0,84
783,19,0,78
784,16,0,51
785,16,0,69
786,20,0,81
787,16,0,70
788,14,0,58
789,16,0,72
790,18,0,83
791,20,0,75
792,16,0,56
793,16,0,67
794,22,0,88
795,17,0,74
796,16,0,68
797,16,0,59
798,15,0,63
799,18,0,74
800,17,0,71
801,18,0,77
802,17,0,75
803,18,0,77
804,20,0,88
805,16,0,66
806,12,0,48
807,15,0,49
808,16,0,59
809,14,0,67
810,16,0,55
811,17,0,64
812,18,0,78
813,18,0,72
814,15,0,45
815,17,0,58
816,18,0,72
817,14,0,49
818,10,0,25
819,14,0,66
820,25,0,101
821,18,0,73
822,22,0,75
823,15,0,57
824,16,0,68
825,16,0,71
826,11,0,43
827,17,0,67
828,17,0,72
829,19,0,76
830,13,0,57
831,21,0,96
832,22,0,90
833,17,0,72
834,19,0,75
835,17,0,75
836,16,0,69
837,20,0,73
838,16,0,62
839,15,0,62
840,15,0,53
841,25,0,112
842,16,0,66
843,18,0,71
844,20,0,88
845,15,0,56
846,9,0,41
847,13,0,52
848,13,0,54
849,18,0,78
850,17,0,75
851,15,0,45
852,16,0,62
853,20,0,77
854,17,0,68
855,14,0,39
856,17,0,76
857,16,0,60
858,15,0,67
859,17,0,65
860,14,0,67
861,17,0,79
862,11,0,57
863,18,0,71
864,19,0,73
865,12,0,42
866,14,0,51
867,16,0,54
868,16,0,64
869,12,0,40
870,22,0,91
871,20,0,84
872,18,0,73
873,17,0,64
874,19,0,78
875,16,0,68
876,13,0,55
877,18,0,71
878,16,0,73
879,21,0,75
880,17,0,66
881,14,0,48
882,16,0,55
883,14,0,52
884,20,0,72
885,15,0,61
886,13,0,54
887,24,0,88
888,20,0,82
889,17,0,71
890,17,0,73
891,22,0,86
892,15,0,51
893,18,0,64
894,12,0,38
895,13,0,55
896,15,0,76
897,16,0,53
898,13,0,48
899,11,0,47
900,10,0,30
901,20,0,82
902,18,0,69
903,14,0,70
904,27,1,89
905,21,0,89
906,16,0,50
907,29,1,80
908,23,0,91
909,15,0,64
910,16,0,72
911,16,0,58
912,19,0,68
913,16,0,70
914,20,0,73
915,20,0,74
916,15,0,56
917,17,0,75
918,20,0,87
919,20,0,84
920,18,0,80
921,12,0,49
922,20,0,71
923,15,0,57
924,15,0,58
925,19,0,77
926,20,0,85
927,13,0,62
928,15,0,54
929,12,0,41
930,18,0,75
931,17,0,61
932,14,0,50
933,14,0,61
934,18,0,75
935,14,0,55
936,17,0,69
937,13,0,44
938,17,0,69
939,16,0,59
940,17,0,65
941,18,0,75
942,17,0,75
943,24,0,108
944,17,0,75
945,18,0,62
946,17,0,64
947,11,0,42
948,14,0,55
949,13,0,43
950,14,0,58
951,19,0,82
952,14,0,46
953,19,0,78
954,13,0,42
955,13,0,60
956,16,0,66
957,15,0,56
958,18,0,86
959,13,0,65
960,19,0,63
961,13,0,51
962,13,0,56
963,13,0,53
964,18,0,86
965,18,0,77
966,20,0,72
967,19,0,74
968,16,0,58
969,17,0,69
970,17,0,65
971,17,0,57
972,19,0,89
973,12,0,61
974,19,0,69
975,12,0,40
976,18,0,65
977,16,0,73
978,17,0,75
979,18,0,67
980,19,0,70
981,18,0,71
982,20,0,79
983,14,0,60
984,14,0,44
985,24,1,62
986,12,0,42
987,12,0,57
988,19,0,69
989,13,0,47
990,23,0,98
991,18,0,59
992,11,0,49
993,15,0,51
994,17,0,68
995,14,0,56
996,19,0,80
997,21,0,89
998,20,0,91
999,20,0,80
1000,14,0,50
1001,15,0,68
1002,20,0,93
1003,17,0,72
1004,13,0,45
1005,15,0,51
1006,17,0,72
1007,14,0,49
1008,23,0,91
1009,13,0,59
1010,19,0,87
1011,16,0,67
1012,18,0,73
1013,17,0,71
1014,17,0,66
1015,13,0,55
1016,17,0,85
1017,17,0,56
1018,15,0,56
1019,16,0,75
1020,20,0,79
1021,20,0,73
1022,15,0,53
1023,17,0,54
1024,15,0,44
1025,26,1,66
1026,15,0,65
1027,15,0,62
1028,14,0,50
1029,15,0,66
1030,17,0,70
1031,12,0,43
1032,14,0,53
1033,19,0,78
1034,16,0,72
1035,17,0,71
1036,19,0,63
1037,19,0,77
1038,15,0,60
1039,19,0,75
1040,22,0,93
1041,17,0,64
1042,16,0,61
1043,20,0,74
1044,17,0,74
1045,18,0,61
1046,15,0,54
1047,20,0,82
1048,15,0,45
1049,17,0,66
1050,15,0,56
1051,12,0,43
1052,17,0,72
1053,15,0,58
1054,18,0,61
1055,18,0,87
1056,15,0,48
1057,14,0,43
1058,17,0,61
1059,16,0,67
1060,15,0,55
1061,13,0,51
1062,19,0,85
1063,16,0,60
1064,11,0,51
1065,16,0,60
1066,16,0,65
1067,15,0,78
1068,17,0,75
1069,16,0,75
1070,14,0,67
1071,18,0,75
1072,13,0,48
1073,18,0,78
1074,14,0,46
1075,17,0,66
1076,19,0,81
1077,18,0,63
1078,16,0,61
1079,12,0,46
1080,15,0,51
1081,13,0,53
1082,14,0,56
1083,19,0,63
1084,16,0,74
1085,10,0,49
1086,20,0,70
1087,20,0,76
1088,19,0,73
1089,11,0,49
1090,17,0,73
1091,17,0,72
1092,15,0,70
1093,18,0,75
1094,15,0,62
1095,17,0,72
1096,15,0,56
1097,16,0,61
1098,14,0,50
1099,14,0,60
1100,14,0,52
1101,17,0,76
1102,18,0,59
1103,20,0,79
1104,14,0,52
1105,16,0,65
1106,14,0,66
1107,12,0,38
1108,17,0,63
1109,18,0,69
1110,16,0,68
1111,16,0,68
1112,18,0,75
1113,24,0,100
1114,19,0,90
1115,16,0,71
1116,16,0,64
1117,17,0,70
1118,15,0,56
1119,15,0,60
1120,14,0,59
1121,19,0,73
1122,17,0,68
1123,15,0,53
1124,14,0,65
1125,18,0,58
1126,19,0,77
1127,14,0,57
1128,22,0,79
1129,13,0,56
1130,16,0,55
1131,18,0,71
1132,15,0,65
1133,15,0,62
1134,17,0,68
1135,20,0,75
1136,13,0,43
1137,18,0,73
1138,30,1,81
1139,12,0,44
1140,15,0,71
1141,15,0,69
1142,16,0,58
1143,16,0,75
1144,14,0,58
1145,15,0,64
1146,20,0,82
1147,13,0,39
1148,16,0,69
1149,17,0,60
1150,16,0,61
1151,17,0,64
1152,17,0,68
1153,15,0,71
1154,17,0,82
1155,11,0,31
1156,18,0,74
1157,13,0,54
1158,23,1,55
1159,16,0,70
1160,15,0,63
1161,17,0,73
1162,16,0,51
1163,16,0,71
1164,15,0,54
1165,16,0,78
1166,15,0,55
1167,14,0,47
1168,16,0,63
1169,28,1,78
1170,14,0,59
1171,32,1,95
1172,17,0,68
1173,16,0,58
1174,18,0,73
1175,19,0,76
1176,19,0,74
1177,30,1,94
1178,22,0,92
1179,15,0,64
1180,14,0,62
1181,26,1,57
1182,15,0,61
1183,30,1,92
1184,13,0,52
1185,17,0,67
1186,13,0,51
1187,18,0,78
1188,17,0,79
1189,15,0,61
1190,18,0,84
1191,13,0,58
1192,16,0,64
1193,14,0,56
1194,16,0,51
1195,19,0,70
1196,14,0,51
1197,17,0,80
1198,13,0,52
1199,28,1,78
1200,30,1,88
1201,17,0,73
1202,15,0,69
1203,17,0,77
1204,28,1,88
1205,17,0,59
1206,17,0,70
1207,15,0,51
1208,16,0,57
1209,17,0,75
1210,18,0,87
1211,17,0,76
1212,16,0,69
1213,17,0,59
1214,16,0,63
1215,19,0,82
1216,18,0,67
1217,17,0,74
1218,19,0,78
1219,19,0,82
1220,16,0,61
1221,29,1,92
1222,13,0,51
1223,15,0,66
1224,18,0,77
1225,21,0,78
1226,17,0,71
1227,14,0,54
1228,14,0,58
1229,19,0,69
1230,14,0,48
1231,15,0,58
1232,15,0,65
1233,13,0,58
1234,13,0,64
1235,16,0,70
1236,19,0,70
1237,14,0,65
1238,14,0,68
1239,17,0,80
1240,16,0,57
1241,14,0,69
1242,12,0,53
1243,19,0,90
1244,16,0,75
1245,24,1,69
1246,32,1,101
1247,14,0,59
1248,15,0,56
1249,15,0,67
1250,19,0,79
1251,16,0,71
1252,26,1,81
1253,17,0,69
1254,12,0,50
1255,14,0,60
1256,18,0,71
1257,19,0,81
1258,13,0,61
1259,18,0,74
1260,15,0,66
1261,14,0,64
1262,27,1,87
1263,15,0,66
1264,12,0,49
1265,15,0,58
1266,15,0,77
1267,14,0,57
1268,17,0,73
1269,17,0,70
1270,11,0,44
1271,29,1,83
1272,16,0,66
1273,13,0,55
1274,15,0,55
1275,15,0,67
1276,16,0,63
1277,16,0,62
1278,30,1,86
1279,15,0,77
1280,18,0,73
1281,16,0,51
1282,19,0,83
1283,18,0,82
