epoch,score,lines,actions
399,15,0,63
400,10,0,23
401,15,0,62
402,10,0,38
403,15,0,73
404,10,0,46
405,12,0,38
406,17,0,85
407,12,0,48
408,10,0,41
409,10,0,28
410,13,0,46
411,16,0,67
412,14,0,88
413,10,0,35
414,9,0,39
415,18,0,119
416,11,0,38
417,14,0,54
418,13,0,72
419,15,0,76
420,13,0,35
421,13,0,39
422,14,0,74
423,10,0,36
424,14,0,72
425,22,0,131
426,15,0,73
427,13,0,45
428,15,0,83
429,16,0,76
430,12,0,45
431,15,0,65
432,12,0,73
433,18,0,98
434,12,0,53
435,12,0,36
436,15,0,84
437,12,0,55
438,20,0,114
439,15,0,99
440,18,0,98
441,19,0,84
442,12,0,43
443,13,0,58
444,11,0,40
445,14,0,57
446,15,0,61
447,16,0,78
448,15,0,61
449,11,0,50
450,16,0,62
451,13,0,66
452,22,0,152
453,14,0,56
454,20,0,95
455,14,0,63
456,13,0,53
457,11,0,45
458,16,0,84
459,13,0,45
460,14,0,66
461,14,0,53
462,16,0,77
463,12,0,41
464,16,0,87
465,19,0,99
466,17,0,100
467,15,0,74
468,18,0,98
469,18,0,100
470,10,0,42
471,13,0,50
472,18,0,105
473,16,0,89
474,19,0,101
475,12,0,57
476,16,0,69
477,18,0,86
478,15,0,123
479,16,0,73
480,14,0,53
481,11,0,41
482,13,0,72
483,13,0,47
484,15,0,65
485,16,0,73
486,15,0,81
487,15,0,47
488,17,0,88
489,16,0,71
490,14,0,58
491,13,0,48
492,17,0,81
493,14,0,60
494,14,0,59
495,17,0,77
496,13,0,43
497,12,0,43
498,12,0,45
499,15,0,72
500,20,0,93
501,19,0,83
502,13,0,65
503,12,0,55
504,17,0,89
505,17,0,90
506,15,0,50
507,12,0,58
508,17,0,64
509,14,0,61
510,11,0,36
511,13,0,48
512,14,0,66
513,14,0,67
514,14,0,68
515,12,0,60
516,14,0,49
517,12,0,57
518,15,0,83
519,19,0,102
520,26,1,94
521,13,0,58
522,14,0,53
523,17,0,77
524,17,0,80
525,14,0,51
526,15,0,63
527,12,0,44
528,14,0,68
529,14,0,59
530,10,0,49
531,14,0,57
532,15,0,87
533,16,0,60
534,16,0,69
535,16,0,82
536,15,0,86
537,15,0,70
538,16,0,85
539,14,0,86
540,15,0,49
541,17,0,68
542,20,0,112
543,13,0,59
544,15,0,61
545,17,0,92
546,14,0,41
547,10,0,33
548,12,0,47
549,15,0,53
550,12,0,44
551,14,0,58
552,17,0,105
553,14,0,61
554,19,0,89
555,14,0,51
556,16,0,93
557,19,0,109
558,14,0,62
559,13,0,33
560,17,0,74
561,10,0,31
562,14,0,73
563,17,0,82
564,17,0,93
565,21,0,106
566,15,0,59
567,15,0,61
568,17,0,67
569,17,0,90
570,17,0,78
571,14,0,77
572,14,0,63
573,14,0,58
574,16,0,65
575,16,0,89
576,13,0,61
577,15,0,66
578,13,0,64
579,15,0,83
580,11,0,55
581,20,0,111
582,14,0,55
583,13,0,57
584,14,0,49
585,14,0,58
586,14,0,57
587,15,0,43
588,18,0,88
589,13,0,70
590,17,0,85
591,13,0,59
592,17,0,84
593,12,0,30
594,19,0,71
595,14,0,59
596,14,0,54
597,13,0,59
598,14,0,87
599,16,0,73
600,13,0,50
601,13,0,50
602,10,0,35
603,13,0,69
604,15,0,72
605,13,0,50
606,19,0,82
607,16,0,68
608,10,0,45
609,15,0,64
610,17,0,78
611,16,0,76
612,13,0,38
613,13,0,54
614,15,0,73
615,11,0,39
616,17,0,80
617,14,0,68
618,19,0,106
619,12,0,57
620,17,0,72
621,17,0,68
622,19,0,102
623,18,0,92
624,16,0,71
625,13,0,52
626,14,0,73
627,15,0,72
628,14,0,60
629,17,0,54
630,12,0,35
631,12,0,39
632,14,0,50
633,13,0,48
634,11,0,71
635,17,0,77
636,16,0,115
637,19,0,98
638,14,0,58
639,18,0,69
640,11,0,43
641,15,0,53
642,15,0,57
643,21,0,106
644,15,0,50
645,13,0,76
646,14,0,56
647,16,0,83
648,14,0,58
649,15,0,77
650,11,0,32
651,15,0,64
652,17,0,78
653,16,0,64
654,15,0,67
655,18,0,72
656,13,0,51
657,12,0,51
658,16,0,71
659,14,0,62
660,15,0,57
661,14,0,73
662,20,0,100
663,16,0,73
664,11,0,37
665,13,0,55
666,14,0,74
667,13,0,45
668,11,0,52
669,19,0,103
670,15,0,61
671,20,0,90
672,19,0,80
673,16,0,64
674,16,0,64
675,13,0,50
676,18,0,101
677,18,0,89
678,15,0,67
679,17,0,76
680,13,0,53
681,17,0,103
682,17,0,63
683,17,0,78
684,14,0,65
685,14,0,69
686,20,0,107
687,16,0,60
688,13,0,39
689,17,0,87
690,18,0,67
691,18,0,119
692,15,0,81
693,18,0,121
694,15,0,59
695,16,0,59
696,16,0,67
697,19,0,98
698,17,0,65
699,10,0,39
700,15,0,56
701,16,0,62
702,15,0,65
703,17,0,88
704,13,0,52
705,12,0,42
706,21,0,92
707,16,0,68
708,18,0,72
709,16,0,63
710,17,0,82
711,11,0,32
712,15,0,62
713,19,0,97
714,17,0,76
715,15,0,55
716,14,0,57
717,15,0,70
718,16,0,100
719,16,0,52
720,16,0,75
721,17,0,74
722,17,0,73
723,17,0,66
724,20,0,94
725,12,0,40
726,18,0,69
727,18,0,76
728,19,0,91
729,31,1,131
730,18,0,64
731,11,0,52
732,15,0,52
733,14,0,62
734,14,0,44
735,12,0,31
736,18,0,83
737,17,0,72
738,18,0,84
739,18,0,108
740,20,0,95
741,14,0,60
742,19,0,105
743,17,0,70
744,16,0,84
745,14,0,55
746,15,0,50
747,13,0,48
748,18,0,97
749,14,0,53
750,13,0,51
751,17,0,67
752,20,0,85
753,13,0,49
754,17,0,73
755,15,0,53
756,21,0,95
757,16,0,55
758,12,0,56
759,20,0,80
760,15,0,46
761,18,0,75
762,19,0,68
763,15,0,65
764,18,0,97
765,17,0,83
766,14,0,50
767,19,0,62
768,13,0,59
769,16,0,69
770,20,0,82
771,15,0,62
772,15,0,61
773,17,0,61
774,16,0,61
775,19,0,81
776,15,0,54
777,15,0,48
778,16,0,72
779,18,0,95
780,19,0,76
781,15,0,64
782,19,0,85
783,17,0,65
784,18,0,83
785,11,0,44
786,20,0,110
787,15,0,64
788,19,0,80
789,15,0,48
790,18,0,68
791,12,0,24
792,18,0,90
793,13,0,42
794,18,0,87
795,16,0,79
796,18,0,67
797,12,0,52
798,17,0,75
799,15,0,74
800,20,0,83
801,13,0,57
802,16,0,60
803,16,0,64
804,15,0,76
805,21,0,104
806,14,0,57
807,16,0,64
808,16,0,55
809,13,0,47
810,14,0,64
811,16,0,70
812,17,0,67
813,16,0,83
814,16,0,84
815,19,0,66
816,13,0,43
817,17,0,56
818,14,0,61
819,16,0,55
820,15,0,57
821,18,0,87
822,15,0,43
823,16,0,60
824,21,0,90
825,18,0,57
826,17,0,52
827,18,0,70
828,19,0,90
829,21,0,110
830,17,0,68
831,15,0,79
832,15,0,87
833,18,0,61
834,21,0,91
835,22,0,107
836,21,0,118
837,17,0,91
838,17,0,79
839,18,0,85
840,15,0,55
841,20,0,82
842,18,0,73
843,15,0,53
844,17,0,79
845,16,0,66
846,16,0,72
847,16,0,70
848,15,0,59
849,15,0,58
850,15,0,50
851,13,0,56
852,19,0,86
853,16,0,60
854,20,0,90
855,17,0,51
856,17,0,74
857,14,0,52
858,23,0,119
859,12,0,44
860,20,0,87
861,18,0,56
862,15,0,66
863,16,0,80
864,19,0,78
865,15,0,40
866,17,0,61
867,20,0,76
868,17,0,55
869,17,0,65
870,10,0,21
871,14,0,51
872,14,0,53
873,15,0,59
874,21,0,99
875,19,0,86
876,13,0,25
877,18,0,57
878,15,0,56
879,16,0,71
880,13,0,36
881,17,0,54
882,15,0,44
883,27,1,70
884,22,0,111
885,19,0,68
886,19,0,81
887,14,0,41
888,17,0,52
889,19,0,83
890,15,0,44
891,13,0,35
892,18,0,67
893,17,0,66
894,19,0,76
895,22,0,81
896,13,0,40
897,13,0,35
898,16,0,72
899,20,0,89
900,17,0,56
901,20,0,78
902,15,0,71
903,23,0,123
904,19,0,71
905,22,0,105
906,15,0,59
907,18,0,79
908,15,0,42
909,18,0,79
910,17,0,84
911,17,0,62
912,17,0,62
913,20,0,86
914,15,0,43
915,19,0,83
916,18,0,67
917,23,0,119
918,14,0,65
919,20,0,89
920,16,0,44
921,17,0,69
922,16,0,45
923,16,0,43
924,18,0,81
925,19,0,77
926,15,0,66
927,20,0,87
928,20,0,74
929,12,0,51
930,18,0,81
931,15,0,57
932,21,0,96
933,20,0,112
934,18,0,76
935,18,0,84
936,20,0,74
937,14,0,41
938,19,0,72
939,16,0,63
940,17,0,55
941,19,0,80
942,20,0,76
943,17,0,56
944,21,0,99
945,18,0,65
946,19,0,77
947,16,0,57
948,22,0,96
949,15,0,62
950,16,0,58
951,16,0,38
952,17,0,66
953,19,0,72
954,19,0,106
955,15,0,57
956,15,0,48
957,17,0,54
958,18,0,59
959,19,0,66
960,13,0,42
961,14,0,49
962,21,0,86
963,18,0,67
964,23,0,104
965,18,0,100
966,18,0,79
967,17,0,62
968,16,0,52
969,18,0,52
970,20,0,77
971,19,0,67
972,20,0,86
973,18,0,71
974,19,0,76
975,14,0,49
976,20,0,79
977,18,0,79
978,19,0,83
979,15,0,63
980,19,0,104
981,21,0,84
982,17,0,71
983,19,0,67
984,15,0,56
985,23,0,108
986,16,0,72
987,21,0,79
988,22,0,95
989,19,0,65
990,23,0,97
991,20,0,73
992,19,0,74
993,14,0,43
994,17,0,61
995,19,0,81
996,18,0,65
997,17,0,70
998,18,0,57
999,19,0,95
1000,16,0,61
1001,20,0,67
1002,17,0,56
1003,14,0,44
1004,21,0,90
1005,20,0,75
1006,20,0,69
1007,23,0,88
1008,21,0,103
1009,17,0,64
1010,21,0,95
1011,16,0,69
1012,18,0,75
1013,19,0,68
1014,20,0,66
1015,22,0,104
1016,18,0,62
1017,18,0,80
1018,16,0,60
1019,19,0,67
1020,16,0,45
1021,15,0,60
1022,16,0,84
1023,19,0,99
1024,19,0,79
1025,16,0,67
1026,17,0,53
1027,18,0,79
1028,20,0,84
1029,17,0,55
1030,18,0,66
1031,14,0,51
1032,20,0,84
1033,17,0,77
1034,16,0,61
1035,14,0,60
1036,15,0,52
1037,21,0,79
1038,19,0,78
1039,16,0,48
1040,20,0,76
1041,13,0,42
1042,20,0,91
1043,21,0,72
1044,17,0,55
1045,18,0,72
1046,20,0,84
1047,17,0,64
1048,19,0,65
1049,21,0,77
1050,13,0,39
1051,15,0,57
1052,16,0,60
1053,16,0,61
1054,19,0,85
1055,15,0,46
1056,14,0,50
1057,17,0,77
1058,17,0,50
1059,13,0,43
1060,17,0,64
1061,17,0,72
1062,16,0,43
1063,18,0,67
1064,20,0,74
1065,17,0,62
1066,20,0,77
1067,19,0,71
1068,21,0,81
1069,17,0,66
1070,15,0,40
1071,16,0,44
1072,21,0,98
1073,13,0,48
1074,19,0,62
1075,18,0,61
1076,17,0,67
1077,15,0,59
1078,18,0,70
1079,16,0,61
1080,19,0,64
1081,17,0,70
1082,21,0,82
1083,17,0,52
1084,18,0,67
1085,18,0,88
1086,17,0,49
1087,16,0,44
1088,14,0,49
1089,17,0,64
1090,23,0,104
1091,16,0,46
1092,16,0,63
1093,17,0,63
1094,22,0,107
1095,12,0,40
1096,17,0,50
1097,16,0,83
1098,19,0,77
1099,20,0,73
1100,14,0,38
1101,18,0,66
1102,18,0,80
1103,17,0,80
1104,20,0,67
1105,18,0,67
1106,14,0,37
1107,22,0,80
1108,17,0,60
1109,20,0,77
1110,20,0,79
1111,17,0,57
1112,20,0,81
1113,17,0,63
1114,18,0,60
1115,19,0,61
1116,19,0,71
1117,18,0,80
1118,20,0,88
1119,19,0,61
1120,19,0,62
1121,17,0,65
1122,17,0,65
1123,18,0,57
1124,18,0,63
1125,15,0,49
1126,18,0,69
1127,15,0,57
1128,21,0,81
1129,17,0,51
1130,19,0,66
1131,19,0,65
1132,16,0,48
1133,12,0,37
1134,21,0,79
1135,19,0,73
1136,19,0,73
1137,13,0,38
1138,22,0,68
1139,18,0,51
1140,19,0,59
1141,20,0,83
1142,19,0,83
1143,16,0,62
1144,18,0,62
1145,20,0,70
1146,20,0,93
1147,20,0,77
1148,22,0,88
1149,18,0,54
1150,17,0,57
1151,20,0,66
1152,20,0,101
1153,16,0,38
1154,20,0,72
1155,19,0,67
1156,21,0,82
1157,19,0,65
1158,16,0,67
1159,21,0,91
1160,19,0,75
1161,22,0,74
1162,21,0,93
1163,18,0,58
1164,17,0,58
1165,21,0,63
1166,16,0,56
1167,18,0,69
1168,20,0,60
1169,18,0,66
1170,20,0,70
1171,20,0,79
1172,21,0,73
1173,23,0,98
1174,17,0,66
1175,20,0,62
1176,19,0,57
1177,19,0,62
1178,19,0,70
1179,21,0,77
1180,26,0,112
1181,23,0,94
1182,16,0,43
1183,18,0,60
1184,18,0,67
1185,23,0,73
1186,18,0,67
1187,14,0,61
1188,23,0,89
1189,16,0,50
1190,18,0,78
1191,19,0,68
1192,18,0,42
1193,21,0,77
1194,24,0,85
1195,16,0,38
1196,19,0,80
1197,21,0,88
1198,18,0,68
1199,16,0,50
1200,19,0,61
1201,21,0,64
1202,22,0,87
1203,21,0,68
1204,19,0,65
1205,16,0,44
1206,20,0,66
1207,21,0,58
1208,23,0,89
1209,18,0,60
1210,17,0,63
1211,19,0,60
1212,19,0,62
1213,24,0,85
1214,21,0,86
1215,19,0,77
1216,22,0,78
1217,18,0,45
1218,20,0,72
1219,21,0,67
1220,23,0,104
1221,19,0,67
1222,21,0,83
1223,21,0,69
1224,22,0,82
1225,21,0,69
1226,22,0,104
1227,19,0,56
1228,19,0,50
1229,25,1,49
1230,20,0,59
1231,23,0,86
1232,19,0,59
1233,14,0,32
1234,21,0,62
1235,24,0,76
1236,21,0,81
1237,23,0,89
1238,18,0,70
1239,21,0,79
1240,23,0,86
1241,19,0,63
1242,19,0,57
1243,18,0,71
1244,20,0,66
1245,23,0,75
1246,21,0,72
1247,19,0,62
1248,18,0,51
1249,21,0,74
1250,17,0,49
1251,18,0,50
1252,20,0,71
1253,21,0,80
1254,18,0,54
1255,26,0,108
1256,19,0,56
1257,18,0,52
1258,28,0,115
1259,18,0,54
1260,23,0,78
1261,18,0,56
1262,19,0,84
1263,20,0,60
1264,18,0,56
1265,22,0,61
1266,20,0,65
1267,20,0,67
1268,21,0,72
1269,21,0,63
1270,19,0,52
1271,25,0,83
1272,21,0,74
1273,16,0,60
1274,22,0,68
1275,23,0,99
1276,17,0,47
1277,20,0,58
1278,17,0,64
1279,14,0,43
1280,19,0,66
1281,20,0,65
1282,21,0,57
1283,18,0,63
1284,18,0,60
1285,22,0,64
1286,16,0,46
1287,17,0,46
1288,25,0,88
1289,19,0,58
1290,18,0,48
1291,20,0,77
1292,18,0,51
1293,20,0,69
1294,30,1,66
1295,20,0,68
1296,19,0,59
1297,20,0,59
1298,19,0,62
1299,23,0,82
1300,16,0,52
1301,22,0,79
1302,25,0,94
1303,20,0,55
1304,21,0,60
1305,16,0,45
1306,20,0,57
1307,15,0,38
1308,20,0,72
1309,22,0,84
1310,18,0,54
1311,20,0,60
1312,21,0,69
1313,20,0,62
1314,24,0,83
1315,17,0,43
1316,21,0,74
1317,19,0,57
1318,19,0,70
1319,22,0,71
1320,22,0,77
1321,16,0,41
1322,19,0,53
1323,17,0,50
1324,20,0,63
1325,15,0,38
1326,18,0,60
1327,18,0,52
1328,19,0,67
1329,23,0,74
1330,19,0,66
1331,21,0,61
1332,18,0,84
1333,23,0,77
1334,18,0,46
1335,21,0,71
1336,19,0,66
1337,23,0,75
1338,21,0,69
1339,21,0,64
1340,20,0,71
1341,24,0,83
1342,35,1,84
1343,24,0,88
1344,18,0,46
1345,22,0,74
1346,21,0,59
1347,22,0,62
1348,18,0,45
1349,16,0,48
1350,20,0,58
1351,22,0,61
1352,17,0,50
1353,18,0,57
1354,20,0,56
1355,19,0,56
1356,23,0,78
1357,20,0,65
1358,18,0,49
1359,19,0,45
1360,16,0,50
1361,19,0,65
1362,23,0,64
1363,16,0,43
1364,21,0,68
1365,23,0,70
1366,24,0,76
1367,23,0,75
1368,18,0,49
1369,31,1,67
1370,20,0,64
1371,22,0,73
1372,25,0,88
1373,21,0,76
1374,24,0,96
1375,27,0,106
1376,21,0,70
1377,21,0,60
1378,24,0,79
1379,21,0,55
1380,23,0,91
1381,18,0,46
1382,21,0,78
1383,22,0,62
1384,23,0,76
1385,23,0,69
1386,21,0,70
1387,20,0,60
1388,21,0,68
1389,22,0,63
1390,26,0,93
1391,24,0,64
1392,23,0,71
1393,23,0,82
1394,19,0,60
1395,19,0,59
1396,20,0,51
1397,23,0,73
1398,22,0,92
1399,23,0,78
1400,21,0,74
1401,20,0,72
1402,24,0,82
1403,21,0,77
1404,36,1,83
1405,21,0,59
1406,17,0,53
1407,23,0,75
1408,17,0,62
1409,24,0,89
1410,28,0,107
1411,25,0,90
1412,19,0,50
1413,21,0,85
1414,23,0,73
1415,25,0,84
1416,22,0,73
1417,20,0,63
1418,25,0,78
1419,22,0,69
1420,23,0,81
1421,20,0,58
1422,14,0,27
1423,22,0,66
1424,20,0,60
1425,21,0,63
1426,22,0,64
1427,21,0,57
1428,17,0,46
1429,21,0,64
1430,23,0,74
1431,19,0,60
1432,23,0,100
1433,18,0,47
1434,22,0,70
1435,22,0,71
1436,18,0,47
1437,21,0,77
1438,17,0,40
1439,21,0,73
1440,24,0,85
1441,25,0,78
1442,21,0,67
1443,22,0,65
1444,18,0,50
1445,25,0,85
1446,18,0,48
1447,19,0,52
